Order Type,Quantity,Price,Property ID,Order ID,Expire At,Created At
Buy,2,35,01G2XA6K4VX3F38FXD2NXZJ83B,01HT6Q39DA9QJ4WBSBDMVTTWG9,1714362013257,1711770046039
Buy,1,34,01G2XA6K4VX3F38FXD2NXZJ83B,01HT3BENKY62C54F5JGH83V0NZ,1714249144527,1711657172745
Buy,1,33,01G2XA6K4VX3F38FXD2NXZJ83B,01HRDCAX7DW8A1P0Q6J75DCMQX,1712434527829,1709846132966
Sell,8,40,01G2XA6K4VX3F38FXD2NXZJ83B,01HTGWGP5BSDTKEN5NCRHZ7JWG,1714703206169,1712111272123
Sell,2,43.99,01G2XA6K4VX3F38FXD2NXZJ83B,01HTG4KW1VWX86BT1PX7860W07,1714678174666,1712086215417
Sell,3,44,01G2XA6K4VX3F38FXD2NXZJ83B,01HT5Q02TM74502PPEHYNZNARP,1714328354820,1711736387503
Sell,1,45,01G2XA6K4VX3F38FXD2NXZJ83B,01HTEBE9C45VW3GES272T6ZRN1,1714618216573,1712026260664
Sell,32,46,01G2XA6K4VX3F38FXD2NXZJ83B,01HSRHKEJSXZVK68FWS50QWEWC,1713882879789,1711294526449
Sell,1,46.6,01G2XA6K4VX3F38FXD2NXZJ83B,01HSP7ZBNXEWMS6CZRD52WAX2J,1713809247383,1711217317661
Sell,28,46.75,01G2XA6K4VX3F38FXD2NXZJ83B,01HSP16H8VPT4KK0V8PEWP54KC,1713802167548,1711210213668
Sell,8,47,01G2XA6K4VX3F38FXD2NXZJ83B,01HRCPD8870JYXCBHSG63P30KP,1712411528651,1709823167620
Sell,381,47.95,01G2XA6K4VX3F38FXD2NXZJ83B,01HT6S34KY8GECFYRSE6Y7D0SD,1714364106311,1711772139288
Sell,10,49,01G2XA6K4VX3F38FXD2NXZJ83B,01HRMBFGMTXAAK4F1WJE4A963Z,1712672106269,1710080141618
Sell,1,49.12,01G2XA6K4VX3F38FXD2NXZJ83B,01HRDZ27ZRWKGQMPCVNY04B04H,1712457752380,1709865798554
Sell,274,49.45,01G2XA6K4VX3F38FXD2NXZJ83B,01HRG7PFXQ1V8TF7WX7HNSD1SK,1712530324504,1709941957679
Sell,43,49.46,01G2XA6K4VX3F38FXD2NXZJ83B,01HR51RV5DA4MS3HEJM7A3CTSC,1712154935016,1709566646111
Sell,13,50.64,01G2XA6K4VX3F38FXD2NXZJ83B,01HSGZERWWN1FJZ20V4Y44XSAA,1713632580925,1711040612133
Sell,2,51,01G2XA6K4VX3F38FXD2NXZJ83B,01HSCPDZ83KVNNNGXF8WRBD817,1713488893059,1710896933228
Sell,1,51.28,01G2XA6K4VX3F38FXD2NXZJ83B,01HRYKEWTYR9TTEWC76SXSDVS0,1713015984912,1710424053540
Sell,1,51.67,01G2XA6K4VX3F38FXD2NXZJ83B,01HS98S7GX7PNY8HB3DS6ZDJYT,1713373864806,1710781957983
